metal1,metal2,n_metal1,n_metal2,linker1,linker2,linker3,n_linker1,n_linker2,n_linker3,modulator1,modulator2,n_modulator1,n_modulator2,solvent1,solvent2,solvent3,n_solvent1,n_solvent2,n_solvent3,temperature,time,equip,result,linker1_smiles,linker2_smiles,linker3_smiles,linker1_carboxylate,linker2_carboxylate,linker3_carboxylate,linker1_N_donnor,linker2_N_donnor,linker3_N_donnor,linker1_phosphate,linker2_phosphate,linker3_phosphate,linker1_chelating,linker2_chelating,linker3_chelating,solvent1_smiles,solvent1_type,solvent1_mmol,solvent2_smiles,solvent2_type,solvent2_mmol,solvent3_smiles,solvent3_type,solvent3_mmol,modulator1_smiles,modulator1_type,modulator1_mmol,modulator2_smiles,modulator2_type,modulator2_mmol,linker1_MW,linker2_MW,linker3_MW,linker1_mol,linker2_mol,linker3_mol,metal1_mol,metal2_mol,solvent1_mol,solvent2_mol,solvent3_mol,modulator1_mol,modulator2_mol
Ni(NO3)2·6H2O,,131 mg,,"H2(2,6-ndc)"," 1,3,5-tri(4-pyridyl)triazine",,86 mg,42 mg,,,,,,DMA,,,2.5 g,,,120.0,168.0,1,1,O=C(O)C=1C=CC2=CC(=CC=C2C1)C(=O)O,N=1C=CC(=CC1)C2=NC(=NC(=N2)C3=CC=NC=C3)C=4C=CN=CC4,,2.0,0.0,,0.0,3.0,,0.0,0.0,,0.0,0.0,,O=C(N(C)C)C,S,10.75068871,,,,,,,,,,,,,216.042258736,312.112344384,,0.3980702687666793,0.1345669300036601,,0.450478828045285,,26.876721775,,,,
Ni(NO3)2·6H2O,,120 mg,,H2BPDC," 1,3,5-tri(4-pyridyl)triazine",,99.0 mg,40.0 mg,,,,,,DMF,,,4.0 g,,,120.0,120.0,1,1,O=C(O)C=1C=CC(=CC1)C2=CC=C(C=C2)C(=O)O,N=1C=CC(=CC1)C2=NC(=NC(=N2)C3=CC=NC=C3)C=4C=CN=CC4,,2.0,0.0,,0.0,3.0,,0.0,0.0,,0.0,0.0,,O=CN(C)C,S,12.92242441,,,,,,,,,,,,,242.0579088,312.112344384,,0.4089930400985105,0.1281589809558668,,0.4126523615682,,51.68969764,,,,
Ni(NO3)2·6H2O,,129.4 mg,,H2BPDC,tpbtc,,96.5 mg,65.0 mg,,,,,,DMA,,,2.5 g,,,140.0,168.0,1,1,O=C(O)C=1C=CC(=CC1)C2=CC=C(C=C2)C(=O)O,O=C(NC=1C=CN=CC1)C=2C=C(C=C(C2)C(=O)NC=3C=CN=CC3)C(=O)NC=4C=CN=CC4,,2.0,0.0,,0.0,3.0,,0.0,0.0,,0.0,0.0,,O=C(N(C)C)C,S,10.75068871,,,,,,,,,,,,,242.0579088,438.144038436,,0.3986649330253158,0.148353039863384,,0.444976796557709,,26.876721775,,,,
Cu(NO3)2,,0.1 mmol,,Htba,,,0.2 mmol,,,,,,,DMF,EtOH,,5 mL,1 mL,,100.0,72.0,1,1,O=C(O)C1=CC=C(C=C1)N2N=CN=C2,,,1.0,,,2.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,OCC,S,17.12611244,,,,,,,,,,189.053826464,,,0.2,,,0.1,,64.61212205,17.12611244,,,
Zn(NO3)2·4H2O,,52.8 umol,,H3hmtt,h2bpdc,terephthalic acid,7.7 umol,8.7 umol,8.4 umol,H2O,,30 uL,,DEF,,,1.0 mL,,,85.0,12.0,1,1,O=C(O)C=1C=CC2=C(C1)C(C3=C2C4=C(C=5C=CC(=CC5C4(C)C)C(=O)O)C6=C3C=7C=CC(=CC7C6(C)C)C(=O)O)(C)C,O=C(O)C=1C=CC(=CC1)C2=CC=C(C=C2)C(=O)O,O=C(O)C1=CC=C(C=C1)C(=O)O,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=CN(CC)CC,S,8.95402867,,,,,,,O,S,55.65649279,,,,558.20423868,242.0579088,166.026608672,0.0077,0.0087,0.0084,0.0528,,8.95402867,,,1.6696947837,
Zn(NO3)2·4H2O,,1.056 mmol,,H3hmtt,h2bpdc,terephthalic acid,0.15 mmol,0.15 mmol,0.15 mmol,H2O,,0.6 mL,,DEF,,,20 mL,,,85.0,12.0,1,1,O=C(O)C=1C=CC2=C(C1)C(C3=C2C4=C(C=5C=CC(=CC5C4(C)C)C(=O)O)C6=C3C=7C=CC(=CC7C6(C)C)C(=O)O)(C)C,O=C(O)C=1C=CC(=CC1)C2=CC=C(C=C2)C(=O)O,O=C(O)C1=CC=C(C=C1)C(=O)O,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=CN(CC)CC,S,8.95402867,,,,,,,O,S,55.65649279,,,,558.20423868,242.0579088,166.026608672,0.15,0.15,0.15,1.056,,179.0805734,,,33.393895674,
Zn(NO3)2·4H2O,,52.8 umol,,H3hett,h2bpdc,terephthalic acid,7.6 umol,12 umol,7.8 umol,H2O,,50 uL,,DEF,,,1.0 mL,,,85.0,19.0,1,1,O=C(O)C=1C=CC=2C3=C(C=4C=5C=CC(=CC5C(C4C=6C=7C=CC(=CC7C(C36)(CC)CC)C(=O)O)(CC)CC)C(=O)O)C(C2C1)(CC)CC,O=C(O)C=1C=CC(=CC1)C2=CC=C(C=C2)C(=O)O,O=C(O)C1=CC=C(C=C1)C(=O)O,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=CN(CC)CC,S,8.95402867,,,,,,,O,S,55.65649279,,,,642.298139064,242.0579088,166.026608672,0.0076,0.012,0.0078,0.0528,,8.95402867,,,2.7828246395000003,
Zn(NO3)2·4H2O,,1.056 mmol,,H3hett,h2bpdc,terephthalic acid,0.15 mmol,0.15 mmol,0.15 mmol,H2O,,0.6 mL,,DEF,,,20 mL,,,85.0,19.0,1,1,O=C(O)C=1C=CC=2C3=C(C=4C=5C=CC(=CC5C(C4C=6C=7C=CC(=CC7C(C36)(CC)CC)C(=O)O)(CC)CC)C(=O)O)C(C2C1)(CC)CC,O=C(O)C=1C=CC(=CC1)C2=CC=C(C=C2)C(=O)O,O=C(O)C1=CC=C(C=C1)C(=O)O,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=CN(CC)CC,S,8.95402867,,,,,,,O,S,55.65649279,,,,642.298139064,242.0579088,166.026608672,0.15,0.15,0.15,1.056,,179.0805734,,,33.393895674,
Zn(NO3)2·4H2O,,52.8 umol,,H3hbtt,h2bpdc,terephthalic acid,7.6 umol,7 umol,6.6 umol,H2O,,30 uL,,DEF,,,1.0 mL,,,85.0,4.5,1,1,O=C(O)C=1C=CC=2C3=C(C=4C=5C=CC(=CC5C(C4C=6C=7C=CC(=CC7C(C36)(CCCC)CCCC)C(=O)O)(CCCC)CCCC)C(=O)O)C(C2C1)(CCCC)CCCC,O=C(O)C=1C=CC(=CC1)C2=CC=C(C=C2)C(=O)O,O=C(O)C1=CC=C(C=C1)C(=O)O,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=CN(CC)CC,S,8.95402867,,,,,,,O,S,55.65649279,,,,810.485939832,242.0579088,166.026608672,0.0076,0.007,0.0066,0.0528,,8.95402867,,,1.6696947837,
Zn(NO3)2·4H2O,,1.056 mmol,,H3hbtt,h2bpdc,terephthalic acid,0.15 mmol,0.15 mmol,0.15 mmol,H2O,,0.6 mL,,DEF,,,20 mL,,,85.0,4.5,1,1,O=C(O)C=1C=CC=2C3=C(C=4C=5C=CC(=CC5C(C4C=6C=7C=CC(=CC7C(C36)(CCCC)CCCC)C(=O)O)(CCCC)CCCC)C(=O)O)C(C2C1)(CCCC)CCCC,O=C(O)C=1C=CC(=CC1)C2=CC=C(C=C2)C(=O)O,O=C(O)C1=CC=C(C=C1)C(=O)O,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=CN(CC)CC,S,8.95402867,,,,,,,O,S,55.65649279,,,,810.485939832,242.0579088,166.026608672,0.15,0.15,0.15,1.056,,179.0805734,,,33.393895674,
Zn(NO3)2·4H2O,,52.8 umol,,H3hhtt,h2bpdc,terephthalic acid,7.6 umol,9.1 umol,7.2 umol,H2O,,30 uL,,DEF,,,1.0 mL,,,85.0,5.5,1,1,O=C(O)C=1C=CC=2C3=C(C=4C=5C=CC(=CC5C(C4C=6C=7C=CC(=CC7C(C36)(CCCCCC)CCCCCC)C(=O)O)(CCCCCC)CCCCCC)C(=O)O)C(C2C1)(CCCCCC)CCCCCC,O=C(O)C=1C=CC(=CC1)C2=CC=C(C=C2)C(=O)O,O=C(O)C1=CC=C(C=C1)C(=O)O,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=CN(CC)CC,S,8.95402867,,,,,,,O,S,55.65649279,,,,978.6737406,242.0579088,166.026608672,0.0076,0.0091,0.0072,0.0528,,8.95402867,,,1.6696947837,
Zn(NO3)2·4H2O,,1.056 mmol,,H3hhtt,h2bpdc,terephthalic acid,0.15 mmol,0.15 mmol,0.15 mmol,H2O,,0.6 mL,,DEF,,,20 mL,,,85.0,5.5,1,1,O=C(O)C=1C=CC=2C3=C(C=4C=5C=CC(=CC5C(C4C=6C=7C=CC(=CC7C(C36)(CCCCCC)CCCCCC)C(=O)O)(CCCCCC)CCCCCC)C(=O)O)C(C2C1)(CCCCCC)CCCCCC,O=C(O)C=1C=CC(=CC1)C2=CC=C(C=C2)C(=O)O,O=C(O)C1=CC=C(C=C1)C(=O)O,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=CN(CC)CC,S,8.95402867,,,,,,,O,S,55.65649279,,,,978.6737406,242.0579088,166.026608672,0.15,0.15,0.15,1.056,,179.0805734,,,33.393895674,
Zn(NO3)2·4H2O,,52.8 umol,,H3hott,h2bpdc,terephthalic acid,7.7 umol,7.8 umol,16 umol,H2O,,30 uL,,DEF,,,1.0 mL,,,85.0,12.0,1,1,O=C(O)C=1C=CC=2C3=C(C=4C=5C=CC(=CC5C(C4C=6C=7C=CC(=CC7C(C36)(CCCCCCCCCC)CCCCCCCCCC)C(=O)O)(CCCCCCCCCC)CCCCCCCCCC)C(=O)O)C(C2C1)(CCCCCCCCCC)CCCCCCCCCC,O=C(O)C=1C=CC(=CC1)C2=CC=C(C=C2)C(=O)O,O=C(O)C1=CC=C(C=C1)C(=O)O,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=CN(CC)CC,S,8.95402867,,,,,,,O,S,55.65649279,,,,1315.0493421360002,242.0579088,166.026608672,0.0077,0.0078,0.016,0.0528,,8.95402867,,,1.6696947837,
Zn(NO3)2·4H2O,,1.056 mmol,,H3hott,h2bpdc,terephthalic acid,0.15 mmol,0.15 mmol,0.15 mmol,H2O,,0.6 mL,,DEF,,,20 mL,,,85.0,12.0,1,1,O=C(O)C=1C=CC=2C3=C(C=4C=5C=CC(=CC5C(C4C=6C=7C=CC(=CC7C(C36)(CCCCCCCCCC)CCCCCCCCCC)C(=O)O)(CCCCCCCCCC)CCCCCCCCCC)C(=O)O)C(C2C1)(CCCCCCCCCC)CCCCCCCCCC,O=C(O)C=1C=CC(=CC1)C2=CC=C(C=C2)C(=O)O,O=C(O)C1=CC=C(C=C1)C(=O)O,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=CN(CC)CC,S,8.95402867,,,,,,,O,S,55.65649279,,,,1315.0493421360002,242.0579088,166.026608672,0.15,0.15,0.15,1.056,,179.0805734,,,33.393895674,
Zn(NO3)2·4H2O,,52.8 umol,,H3hdtt,h2bpdc,terephthalic acid,7.5 umol,7.4 umol,7.2 umol,H2O,,30 uL,,DEF,,,1.0 mL,,,85.0,6.5,1,1,O=C(C=1C=CC=2C3=C(C=4C=5C=CC(=CC5C(C4C=6C=7C=CC(=CC7C(C36)(CCCCCCCCCC)CCCCCCCCCC)C(=O)C)(CCCCCCCCCC)CCCCCCCCCC)C(=O)C)C(C2C1)(CCCCCCCCCC)CCCCCCCCCC)C,O=C(O)C=1C=CC(=CC1)C2=CC=C(C=C2)C(=O)O,O=C(O)C1=CC=C(C=C1)C(=O)O,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=CN(CC)CC,S,8.95402867,,,,,,,O,S,55.65649279,,,,1309.111548468,242.0579088,166.026608672,0.0075,0.0074,0.0072,0.0528,,8.95402867,,,1.6696947837,
Zn(NO3)2·4H2O,,1.056 mmol,,H3hdtt,h2bpdc,terephthalic acid,0.15 mmol,0.15 mmol,0.15 mmol,H2O,,0.6 mL,,DEF,,,20 mL,,,85.0,6.5,1,1,O=C(C=1C=CC=2C3=C(C=4C=5C=CC(=CC5C(C4C=6C=7C=CC(=CC7C(C36)(CCCCCCCCCC)CCCCCCCCCC)C(=O)C)(CCCCCCCCCC)CCCCCCCCCC)C(=O)C)C(C2C1)(CCCCCCCCCC)CCCCCCCCCC)C,O=C(O)C=1C=CC(=CC1)C2=CC=C(C=C2)C(=O)O,O=C(O)C1=CC=C(C=C1)C(=O)O,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=CN(CC)CC,S,8.95402867,,,,,,,O,S,55.65649279,,,,1309.111548468,242.0579088,166.026608672,0.15,0.15,0.15,1.056,,179.0805734,,,33.393895674,
Zn(NO3)2·4H2O,,5.3 mmol,,H3btb,h2bpdc,terephthalic acid,0.75 mmol,1.5 mmol,0.37 mmol,H2O,,1.5 mL,,DMF,,,100 mL,,,85.0,24.0,1,1,O=C(O)C=1C=CC(=CC1)C2=CC(=CC(=C2)C=3C=CC(=CC3)C(=O)O)C=4C=CC(=CC4)C(=O)O,O=C(O)C=1C=CC(=CC1)C2=CC=C(C=C2)C(=O)O,O=C(O)C1=CC=C(C=C1)C(=O)O,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=CN(C)C,S,12.92242441,,,,,,,O,S,55.65649279,,,,438.1103382959999,242.0579088,166.026608672,0.75,1.5,0.37,5.3,,1292.242441,,,83.484739185,
Cu(NO3)2·3H2O,,0.1 mmol,,H6L,bibp,,0.1 mmol,0.1 mmol,,,,,,H2O,,,10 mL,,,160.0,72.0,1,1,O=C(O)C=1C=CC(=C(C1)C(=O)O)C2=CC(C(=O)O)=C(C=C2C(=O)O)C3=CC=C(C=C3C(=O)O)C(=O)O,N=1C=CN(C1)C2=CC=C(C=C2)C=3C=CC(=CC3)N4C=NC=C4,,6.0,0.0,,0.0,2.0,,0.0,0.0,,0.0,0.0,,O,S,55.65649279,,,,,,,,,,,,,494.04852588799986,286.121846448,,0.1,0.1,,0.1,,556.5649279,,,,
Zn(NO3)2·6H2O,,0.1 mmol,,H6L,bib,,0.1 mmol,0.1 mmol,,,,,,DMF,H2O,,8 mL,2 mL,,80.0,72.0,1,1,O=C(O)C=1C=CC(=C(C1)C(=O)O)C2=CC(C(=O)O)=C(C=C2C(=O)O)C3=CC=C(C=C3C(=O)O)C(=O)O,N=1C=CN(C1)CCCCN2C=NC=C2,,6.0,0.0,,0.0,2.0,,0.0,0.0,,0.0,0.0,,O=CN(C)C,S,12.92242441,O,S,55.65649279,,,,,,,,,,494.04852588799986,190.121846448,,0.1,0.1,,0.1,,103.37939528,111.31298558,,,
Zn(NO3)2·6H2O,,0.1 mmol,,H6L,bib,,0.1 mmol,0.1 mmol,,,,,,DMF,H2O,,8 mL,2 mL,,80.0,72.0,1,1,O=C(O)C=1C=CC(=C(C1)C(=O)O)C2=CC(C(=O)O)=C(C=C2C(=O)O)C3=CC=C(C=C3C(=O)O)C(=O)O,N=1C=CN(C1)CCCCN2C=NC=C2,,6.0,0.0,,0.0,2.0,,0.0,0.0,,0.0,0.0,,O=CN(C)C,S,12.92242441,O,S,55.65649279,,,,,,,,,,494.04852588799986,190.121846448,,0.1,0.1,,0.1,,103.37939528,111.31298558,,,
CoCl2·6H2O,,0.1 mmol,,H6L,bibpip,,0.1 mmol,0.1 mmol,,,,,,H2O,,,10 mL,,,160.0,72.0,1,1,O=C(O)C=1C=CC(=C(C1)C(=O)O)C2=CC(C(=O)O)=C(C=C2C(=O)O)C3=CC=C(C=C3C(=O)O)C(=O)O,N=1C=CN(C1)C2=CC=C(C=C2)CN3CCN(CC4=CC=C(C=C4)N5C=NC=C5)CC3,,6.0,0.0,,0.0,2.0,,0.0,0.0,,0.0,0.0,,O,S,55.65649279,,,,,,,,,,,,,494.04852588799986,398.221894832,,0.1,0.1,,0.1,,556.5649279,,,,
Zn(NO3)2·6H2O,,0.1 mmol,,H6L,tip,,0.1 mmol,0.1 mmol,,,,,,DMF,H2O,,8 mL,2 mL,,80.0,72.0,1,1,O=C(O)C=1C=CC(=C(C1)C(=O)O)C2=CC(C(=O)O)=C(C=C2C(=O)O)C3=CC=C(C=C3C(=O)O)C(=O)O,N=1C=CN(C1)C=2C=C(C=C(C2)N3C=NC=C3)N4C=NC=C4,,6.0,0.0,,0.0,3.0,,0.0,0.0,,0.0,0.0,,O=CN(C)C,S,12.92242441,O,S,55.65649279,,,,,,,,,,494.04852588799986,276.112344384,,0.1,0.1,,0.1,,103.37939528,111.31298558,,,
Cu(NO3)2·3H2O,,0.1 mmol,,H6L,tip,,0.1 mmol,0.1 mmol,,,,,,H2O,,,10 mL,,,160.0,72.0,1,1,O=C(O)C=1C=CC(=C(C1)C(=O)O)C2=CC(C(=O)O)=C(C=C2C(=O)O)C3=CC=C(C=C3C(=O)O)C(=O)O,N=1C=CN(C1)C=2C=C(C=C(C2)N3C=NC=C3)N4C=NC=C4,,6.0,0.0,,0.0,3.0,,0.0,0.0,,0.0,0.0,,O,S,55.65649279,,,,,,,,,,,,,494.04852588799986,276.112344384,,0.1,0.1,,0.1,,556.5649279,,,,
MnCl2·4H2O,,0.40 mmol,,H4abtc,,,0.10 mmol,,,,,,,DMA,,,5.0 mL,,,120.0,72.0,1,1,O=C(O)C1=CC(N=NC=2C=C(C=C(C2)C(=O)O)C(=O)O)=CC(=C1)C(=O)O,,,4.0,,,0.0,,,0.0,,,0.0,,,O=C(N(C)C)C,S,10.75068871,,,,,,,,,,,,,358.04371527999996,,,0.1,,,0.4,,53.75344355,,,,
Co(NO3)2·6H2O,,0.15 mmol,,H4abtc,,,0.05 mmol,,,HNO3,LiOH,0.10 mL,0.1 mmol,DMF,H2O,,2.5 mL,1.5 mL,,140.0,72.0,1,1,O=C(O)C1=CC(N=NC=2C=C(C=C(C2)C(=O)O)C(=O)O)=CC(=C1)C(=O)O,,,4.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,O,S,55.65649279,,,,O=N(=O)O,A,24.59926996,[Li]O,B,41.75365344,358.04371527999996,,,0.05,,,0.15,,32.306061025,83.484739185,,2.459926996,0.1
Zn(NO3)2·6H2O,,0.30 mmol,,H4abtc,,,0.10 mmol,,,,,,,DMF,,,2.5 mL,,,100.0,15.0,1,1,O=C(O)C1=CC(N=NC=2C=C(C=C(C2)C(=O)O)C(=O)O)=CC(=C1)C(=O)O,,,4.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,,,,,,,358.04371527999996,,,0.1,,,0.3,,32.306061025,,,,
Zn(NO3)2·6H2O,,0.40 mmol,,H4abtc,,,0.10 mmol,,,HNO3,,0.01 mL,,DMA,MeOH,,4.0 mL,1.0 mL,,100.0,72.0,1,1,O=C(O)C1=CC(N=NC=2C=C(C=C(C2)C(=O)O)C(=O)O)=CC(=C1)C(=O)O,,,4.0,,,0.0,,,0.0,,,0.0,,,O=C(N(C)C)C,S,10.75068871,OC,S,25.28089888,,,,O=N(=O)O,A,24.59926996,,,,358.04371527999996,,,0.1,,,0.4,,43.00275484,25.28089888,,0.2459926996,
Cd(NO3)2·4H2O,,0.40 mmol,,H4abtc,,,0.10 mmol,,,HNO3,,0.01 mL,,DMA,MeOH,,4.0 mL,1.0 mL,,100.0,72.0,1,1,O=C(O)C1=CC(N=NC=2C=C(C=C(C2)C(=O)O)C(=O)O)=CC(=C1)C(=O)O,,,4.0,,,0.0,,,0.0,,,0.0,,,O=C(N(C)C)C,S,10.75068871,OC,S,25.28089888,,,,O=N(=O)O,A,24.59926996,,,,358.04371527999996,,,0.1,,,0.4,,43.00275484,25.28089888,,0.2459926996,
Zn(NO3)2·6H2O,,0.067 mmol,,MnCl−H4TCPP,,,0.023 mmol,,,acetic acid,,1 mL,,DMF,,,10 mL,,,80.0,120.0,1,1,O=C(O)C=1C=CC(=CC1)C=2C3=NC(C=C3)=C(C4=CC=C(C=C4)C(=O)O)C5=CC=C(N5)C(=C6N=C(C=C6)C(C7=CC=C(C=C7)C(=O)O)=C8C=CC2N8)C=9C=CC(=CC9)C(=O)O,,,4.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,O=C(O)C,A,17.39550375,,,,790.2063639200002,,,0.023,,,0.067,,129.2242441,,,17.39550375,
Cd(NO3)2·4H2O,,0.065 mmol,,MnCl−H4TCPP,,,0.023 mmol,,,acetic acid,,1 mL,,DMF,,,10 mL,,,80.0,120.0,1,1,O=C(O)C=1C=CC(=CC1)C=2C3=NC(C=C3)=C(C4=CC=C(C=C4)C(=O)O)C5=CC=C(N5)C(=C6N=C(C=C6)C(C7=CC=C(C=C7)C(=O)O)=C8C=CC2N8)C=9C=CC(=CC9)C(=O)O,,,4.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,O=C(O)C,A,17.39550375,,,,790.2063639200002,,,0.023,,,0.065,,129.2242441,,,17.39550375,
Zn(NO3)2·6H2O,,0.1 mmol,,FeCl−H4TCPP,,,0.032 mmol,,,acetic acid,,0.5 mL,,DMF,,,6 mL,,,80.0,120.0,1,1,O=C(O)C=1C=CC(=CC1)C=2C3=NC(C=C3)=C(C4=CC=C(C=C4)C(=O)O)C5=CC=C(N5)C(=C6N=C(C=C6)C(C7=CC=C(C=C7)C(=O)O)=C8C=CC2N8)C=9C=CC(=CC9)C(=O)O,,,4.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,O=C(O)C,A,17.39550375,,,,790.2063639200002,,,0.032,,,0.1,,77.53454646,,,8.697751875,
Cd(NO3)2·4H2O,,0.1 mmol,,FeCl−H4TCPP,,,0.032 mmol,,,acetic acid,,0.5 mL,,DMF,,,6 mL,,,80.0,120.0,1,1,O=C(O)C=1C=CC(=CC1)C=2C3=NC(C=C3)=C(C4=CC=C(C=C4)C(=O)O)C5=CC=C(N5)C(=C6N=C(C=C6)C(C7=CC=C(C=C7)C(=O)O)=C8C=CC2N8)C=9C=CC(=CC9)C(=O)O,,,4.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,O=C(O)C,A,17.39550375,,,,790.2063639200002,,,0.032,,,0.1,,77.53454646,,,8.697751875,
Co(CH3COO)2·4H2O,,0.40 mmol,,H4bptc,,,0.20 mmol,,,KOH,,0.01 mmol,,DMF,H2O,,1 mL,5 mL,,150.0,120.0,1,1,O=C(O)C1=CC=C(C=C1C(=O)O)C=2C=CC(C(=O)O)=C(C2)C(=O)O,,,4.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,O,S,55.65649279,,,,[K]O,B,17.82213509,,,,330.03756727999996,,,0.2,,,0.4,,12.92242441,278.28246395,,0.01,
Co(CH3COO)2,Ni(CH3COO)2,0.176 mmol,0.224 mmol,H4bptc,,,0.20 mmol,,,KOH,,0.01 mmol,,DMF,H2O,,1 mL,5 mL,,150.0,120.0,1,1,O=C(O)C1=CC=C(C=C1C(=O)O)C=2C=CC(C(=O)O)=C(C2)C(=O)O,,,4.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,O,S,55.65649279,,,,[K]O,B,17.82213509,,,,330.03756727999996,,,0.2,,,0.176,0.224,12.92242441,278.28246395,,0.01,
Cu(NO3)2·3H2O,,0.1 mmol,,Hcpt,,,0.1 mmol,,,HCl,,30 umol,,DMAc,CH3OH,,2 mL,1 mL,,80.0,24.0,1,1,O=C(O)C1=CC=C(C=C1)N2C=NN=C2,,,1.0,,,2.0,,,0.0,,,0.0,,,O=C(N(C)C)C,S,10.75068871,OC,S,25.28089888,,,,Cl,A,30.06582556,,,,189.053826464,,,0.1,,,0.1,,21.50137742,25.28089888,,0.03,
Cu(ClO4)2·6H2O,,0.1 mmol,,Hcpt,,,0.1 mmol,,,HCl,,30 umol,,DMAc,CH3OH,,2 mL,1 mL,,80.0,24.0,1,1,O=C(O)C1=CC=C(C=C1)N2C=NN=C2,,,1.0,,,2.0,,,0.0,,,0.0,,,O=C(N(C)C)C,S,10.75068871,OC,S,25.28089888,,,,Cl,A,30.06582556,,,,189.053826464,,,0.1,,,0.1,,21.50137742,25.28089888,,0.03,
Cu(BF4)2·6H2O,,0.1 mmol,,Hcpt,,,0.1 mmol,,,HCl,,30 umol,,DMAc,CH3OH,,2 mL,1 mL,,80.0,24.0,1,1,O=C(O)C1=CC=C(C=C1)N2C=NN=C2,,,1.0,,,2.0,,,0.0,,,0.0,,,O=C(N(C)C)C,S,10.75068871,OC,S,25.28089888,,,,Cl,A,30.06582556,,,,189.053826464,,,0.1,,,0.1,,21.50137742,25.28089888,,0.03,
Zn(NO3)2,,0.2 mmol,,H2AzDC," N1,N4-di(pyridin-4-yl)terephthalamide",,0.2 mmol,0.2 mmol,,,,,,DMF,,,5 mL,,,115.0,72.0,1,1,O=C(O)C1=CC=C(N=NC2=CC=C(C=C2)C(=O)O)C=C1,O=C(NC=1C=CN=CC1)C2=CC=C(C=C2)C(=O)NC=3C=CN=CC3,,2.0,0.0,,0.0,2.0,,0.0,0.0,,0.0,0.0,,O=CN(C)C,S,12.92242441,,,,,,,,,,,,,270.0640568,318.111675688,,0.2,0.2,,0.2,,64.61212205,,,,
Zn(NO3)2,,0.2 mmol,,H2AzDC," N1,N4-di(pyridin-3-yl)terephthalamide",,0.2 mmol,0.2 mmol,,,,,,DMF,,,5 mL,,,115.0,72.0,1,1,O=C(O)C1=CC=C(N=NC2=CC=C(C=C2)C(=O)O)C=C1,O=C(NC=1C=NC=CC1)C2=CC=C(C=C2)C(=O)NC=3C=NC=CC3,,2.0,0.0,,0.0,2.0,,0.0,0.0,,0.0,0.0,,O=CN(C)C,S,12.92242441,,,,,,,,,,,,,270.0640568,318.111675688,,0.2,0.2,,0.2,,64.61212205,,,,
Zn(NO3)2·6H2O,,0.2 mmol,,H2AzDC," N4,N4'-di(pyridin-4-yl)-[1,1'-biphenyl]-4,4'-dicarboxamide",,0.2 mmol,0.2 mmol,,,,,,DMF,,,5 mL,,,115.0,72.0,1,1,O=C(O)C1=CC=C(N=NC2=CC=C(C=C2)C(=O)O)C=C1,O=C(NC=1C=CN=CC1)C2=CC=C(C=C2)C=3C=CC(=CC3)C(=O)NC=4C=CN=CC4,,2.0,0.0,,0.0,2.0,,0.0,0.0,,0.0,0.0,,O=CN(C)C,S,12.92242441,,,,,,,,,,,,,270.0640568,394.142975816,,0.2,0.2,,0.2,,64.61212205,,,,
