file ID,file name short,doi,content
11,14Zrbtba,10.1002/anie.201406501,"Synthesis of Zrbtba 1
In a 40 mL clear glass Wheaton sample vial with a rubber-lined cap, anhydrous ZrCl4 (0.054 
g, 0.23 mmol) and benzoic acid (2.400 g, 19.66 mmol) was dissolved in 12 mL of DMF using 
ultrasound bath for 30 min at 55 °C. The resulting solution was stored at room temperature 
for 15 minutes. To this clear solution btbaH4 (0.054 g, 0.070 mmol) was added and the 
resulting heterogeneous mixture was put in an ultrasound bath at room temperature for 
another 10 minutes. Finally, the vial was placed into an oven and heated with a ramp rate of 
0.2 °C/minute to 120 °C for 96 hours followed by cooling to 25 °C at a rate of 0.5 °C / 
minute. Shiny cubic crystals of the compound 1 were found at the bottom and the walls of the 
vial at the end of the reaction. The product was isolated by filtration and cleaned with DMF (3
× 30 mL). Yield: 0.100 g (19 %, based on btbaH4). 

e) Synthesis of Zrptba 2
In a 40 mL clear glass Wheaton sample vial with a rubber lined cap, anhydrous ZrCl4 (0.036 
g, 0.15 mmol) and (1.600 g, 13.11 mmol) benzoic acid was dissolved in 8 mL of below given 
solvent/solvent mixture using an ultrasound bath for 30 minutes at 55 °C. The resulting 
SI7
solution was stored at room temperature for 30 minutes. To this clear solution 0.028 g (0.034 
mmol) of ptbaH4 was added and the resulting heterogeneous mixture was put in an ultrasound 
bath at room temperature for another 10 minutes. The vial was tightly capped and put into an 
oven and heated with a ramp rate of 0.2 °C/minute to 120 °C for 72 hours followed by 
cooling to 25 °C at a rate of 0.5 °C/minute. Shiny orange red crystals of the compound 2 were 
found at the bottom and the walls of the vial at the end of the reaction. The product was 
isolated by filtration and cleaned with DMF (3 × 20 mL). Finally, the solid was dried under 
vacuum. The above reaction was carried out for following different solvent combinations to 
synthesize high purity 2. 
The above reaction was carried out for the following given solvent/solvent mixtures to 
synthesize high purity 2
i) 8 mL of DMF(only); yield: 40 mg; impure from SEM and XRD data (Figure S4).
ii) 4 mL of NMP(only); yield:~1 mg; very low yield.
iii) 1 mL of NMP and 7 mL of DMF; yield: 60 mg; impure from SEM and XRD data (Figure 
S5).
iv) 2 mL of NMP and 6 mL of DMF; yield: 50 mg; impure from SEM and XRD data (Figure 
S6).
v) The optimal solvent mixture is 3 mL of NMP and 5 mL of DMF; yield: 55 mg (22% based 
on ptbaH4).


f) Synthesis of 3A
In a 40 mL clear glass Wheaton sample vial with a rubber lined cap, anhydrous ZrCl4 (0.036 
g, 0.15 mmol) and 1.600 g (13.11 mmol) of benzoic acid was dissolved in 8 mL DMF using 
ultrasound bath for 30 minutes at 55 °C. The resulting solution was stored at room 
temperature for 30 minutes. To this clear solution a mixture of btbaH4 (0.0265 g, 0.036 mmol) 
and ptbaH4 (0.001 g, 0.002 mmol), was added and the resulting heterogeneous mixture was 
sonicated at RT for another 10 minutes. The reaction vial was placed in an oven and heated 
(0.2 °C / minute) at 120 °C for 72 hours followed by a cooling down to 25 °C at a rate of 0.5 
°C /minute. Yellow crystals of the compound 3A were found at the bottom and walls of the 
vial at the end of the reaction. The product was isolated by filtration and cleaned with DMF (3 
x 20 mL). Finally, the solid was dried under vacuum. Yield: 0.015 g (84 % based on ptbaH4; 
6% based on btbaH4).


g) Synthesis of 3B
In a 40 mL clear glass Wheaton sample vial with a rubber lined cap, anhydrous ZrCl4 (0.036 
g, 0.15 mmol) and 1.6 g (13.11 mmol) of benzoic acid was dissolved in a mixture of 7.5 mL 
of DMF and 0.5 mL of NMP using an ultrasound bath for 30 minutes at 55 °C. The resulting 
solution was stored at room temperature for 30 minutes. To this clear solution a mixture of 
btbaH4 (0.0175 g, 0.023 mmol) and ptbaH4 (0.0090 g, 0.011 mmol), was added and the 
resulting heterogeneous mixture was sonicated at RT for another 10 minutes. The reaction 
vial was placed in an oven and heated (0.2 °C/ minute) at 120 °C for 72 hours followed by a 
cooling down to 25 °C at a rate of 0.5 °C /minute. Yellow orange crystals of the compound 
3B were found at the bottom and wall of the vial at the end of the reaction. The product was 
isolated by filtration and cleaned with DMF (3 x 20 mL). Finally, the solid was dried under 
vacuum. Yield: 0.048 g (58 % based on ptbaH4
;
29 % based on btbaH4)


h) Synthesis of 3C
In a 40 mL clear glass Wheaton sample vial with a rubber lined cap, anhydrous ZrCl4 (0.036 
g, 0.15 mmol) and 1.6 g (13.11 mmol) of benzoic acid was dissolved in 8 mL of below given 
solvent/solvent mixture using an ultrasound bath for 30 minutes at 55 °C. The resulting 
solution was stored at room temperature for 30 minutes. To this clear solution a mixture of 
btbaH4 (0.010 g, 0.013 mmol) and ptbaH4 (0.018 g, 0.022 mmol) was added and the resulting 
heterogeneous mixture was sonicated at RT for another 10 minutes. The reaction vial was 
placed in an oven and heated (0.2 °C /minute) at 120 °C for 72 hours followed by cooling to 
25 °C at a rate of 0.5 °C / minute. Orange crystals of the compound 3C were found at the 
bottom and walls of the vial at the end of the reaction. The product was isolated by filtration 
and cleaned with DMF (3 x 20 mL). Finally, the solid was dried under vacuum. 
The above reaction was carried out for the following solvents to synthesize high purity 3C.
i) 8 mL of DMF (only), yield: 40 mg; impure from SEM and XRD data (Figure S7).
ii) The optimal solvent mixture is 2 mL of NMP and 6 mL of DMF; yield: 0.050 g (58 % 
based on ptbaH4; 29% based on btbaH4)"
12,15NENU500,10.1021/jacs.5b02688,"Preparation of NENU-499. A mixture of sodium molybdate
dihydrate (618 mg, 2.55 mmol), Mo powder 99.99% (50 mg, 0.52
mmol), H3PO3 (20 mg, 0.25 mmol), zinc chloride (136 mg, 1.00
mmol), tetrabutylammonium hydroxide 40 wt % solution in water
(120 μL, 0.18 mmol), and H2O (8 mL) was stirred for 20 min, and the
pH was acidified to 4.8 with diluted HCl (2 M). Then, 6-
nitrobenzimidazole (82 g, 0.50 mmol) was added to the mixture,
which was transferred and sealed in a 15 mL Teflon-lined stainless
steel container and heated at 180 °C for 72 h. After cooling to room
temperature at 10 °C·h−1
, dark-red crystals suitable for XRD study
were harvested.
Preparation of NENU-500 and NENU-501. A mixture of
Na2MoO4·2H2O (618 mg, 2.55 mmol), Mo powder 99.99% (50 mg,
0.52 mmol), H3PO3 (20 mg, 0.25 mmol), zinc chloride (136 mg, 1.00
mmol), H3BTB (130 mg, 0.30 mmol), tetrabutylammonium hydroxide
40 wt % solution in water (120 μL, 0.18 mmol), and H2O (7 mL) was
stirred for 20 min, and the pH was acidified to 4.8 with diluted HCl (2
M). Then, the mixture was transferred and sealed in a 15 mL Teflonlined stainless steel container and heated at 180 °C for 72 h. After
cooling to room temperature at 10 °C·h−1
, dark-red crystals (NENU500) suitable for XRD study were harvested (yield 68% based on
H3BTB). IR (Figure S3, KBr pellets, ν/cm−1
): 3450 (s), 2961 (m),
1599 (m), 1550 (w), 1466 (w), 1376 (m), 1110 (w), 935 (m), 814
(m), 780 (m), 705 (m), 587 (m). NENU-501 was isolated by an
analogous method with NENU-500, only using H3BPT in substitution
for H3BTB. IR (Figure S3, KBr pellets, ν/cm−1
): 3445 (w), 2961 (m),
2872 (m), 1559 (m), 1470 (m), 1350 (s), 1148 (w), 942 (s), 819 (s),
777 (s), 707 (m), 590 (m), 486 (w).      S2. The preparation of ε(trim)4/3, NENU-5, and HKUST-1 
ε(trim)4/3, NENU-5, and HKUST-1 were synthesized according to the procedures 
described in the literatures7-9 with little modification. 
S3
S2.1 Preparation of ε(trim)4/3
7
A mixture of (NH4)6Mo7O24·4H2O (0.618 g, 0.50 mmol), molybdenum powder 99.99% 
(0.060 g, 0.62 mmol), H3PO3 (0.020 g, 0.25 mmol), ZnCl2 (0.136 g, 1.00 mmol), 
1,3,5-benzenetricarboxylic acid (H3BTC, 0.21 g, 1.00 mmol), tetrabutylammonium 
hydroxide 40 wt % solution in water (160 μL, 0.24 mmol), and H2O (8 mL) was 
stirred, and the pH was adjusted to 5 with 2 M HCl. Then, the mixture was transferred 
and sealed in a 15 mL Teflonlined stainless steel container, and heated at 180 °C for 
72 h. After cooling to room temperature at 10 °C·h−1
, dark red cubic crystals suitable 
for X-ray diffraction study were collected after filtration. 
S2.2 Preparation of NENU-58
A mixture of Cu(NO3)2·3H2O (0.24 g, 1.00 mmol) and H3PMo12O40·nH2O (0.2 g) in 
distilled water (10 mL) was stirred for 15 min, and then H3BTC (0.21 g, 1.00 mmol) 
and (CH3)4NOH (0.09 g, 1.00 mmol) were added in succession with stirring for 
another 30 min at room temperature. The turbid mixture (pH = 2 − 3) was sealed in a 
Teflonlined stainless steel container and heated at 180 °C for 24 h, followed by 
cooling to room temperature at 10 °C·h−1
, blue octahedral crystals were then 
harvested. 
S2.3 Preparation of HKUST-19
A mixture of Cu(NO3)2·3H2O (0.24 g, 1.00 mmol) and H3BTC (0.21 g, 1.00 mmol) in 
mixed solvent (H2O:EtOH, 5 mL:5 mL) was stirred for 15 min. The mixture was then 
sealed in a Teflonlined stainless steel container and heated at 180 °C for 24 h, 
followed by cooling to room temperature at 10 °C·h−1
, blue crystals were then 
obtained."
13,16BUT12,10.1021/jacs.6b01663,"[Zr6O4(OH)8(H2O)4(CTTA)8/3]·S (BUT-12·S). (S represents nonassignable solvent molecules). ZrCl4 (48 mg, 0.2 mmol), H3CTTA
(40 mg, 0.08 mmol), and formic acid (8 mL) were ultrasonically
dissolved in N,N′-dimethylformamide (DMF, 8 mL) in a 20 mL Pyrex
vial. The vial was sealed and then heated at 120 °C for 48 h in an oven.
After cooling to room temperature, the resulting colorless crystals were
harvested by filtration, washed with DMF and acetone, and then dried
in air (yielded 32 mg). For PXRD pattern of as-synthesized material,
see Figure 3a; for TGA, and FT-IR, see Figures S3 and 4, Supporting
Information, respectively.
[Zr6O4(OH)8(H2O)4(TTNA)8/3]·S (BUT-13·S). (S represents nonassignable solvent molecules). ZrCl4 (48 mg, 0.2 mmol), H3TTNA
(40 mg, 0.06 mmol), and acetic acid (3.2 mL) were ultrasonically
dissolved in 12 mL of DMF in a 20 mL Pyrex vial and sealed. The
reaction system was then heated at 120 °C for 72 h in an oven. After
cooling to room temperature, the resulting colorless crystals were
collected by filtration, washed with DMF and acetone, and then dried
in air (yielded 38 mg). For PXRD pattern of as-synthesized material,
see Figure 3b; for TGA, and FT-IR, see Figures S3 and 4, Supporting
Information, respectively."
14,19CAU23,10.1038/s41467-019-10960-0,"Green synthesis and structure determination. The green, highyield synthesis of the compound, [Al(C6H2O4S)(OH)] ∙ xH2O
named CAU-23, was achieved by a reaction between AlCl3 and
NaAlO2 as the metal sources, and sodium thiophenedicarboxylate (Na2TDC) as the linker source. Upon mixing, a white Xray amorphous precipitate is formed which subsequently
crystallizes under reflux conditions at ambient pressure. Thus
4.30 g H2TDC (25 mmol) was mixed with 2.0 g (50 mmol)
sodium hydroxide in 100 mL distilled water until a clear solution of Na2TDC was obtained. After adding 18.75 mL of aqueous aluminum chloride solution (1 mol/L, 18.75 mmol), and
12.5 mL of aqueous sodium aluminate solution (0.5 mol/L, 6.25
mmol), the slurry was stirred under reflux conditions for 6 h,
and then filtered off and dried at 100 °C for 4 h. Only an aqueous sodium chloride solution is formed as the other reaction
product. After an additional washing step with 200 mL water
under stirring and reflux, filtration and drying, 4.5 g of a white
powder was obtained (84% yield based on H2TDC)."
15,20Sequence,10.1126/science.aaz4304,"Multivariate MOF-74 compounds were synthesized using varying combinations of metal 
salts. Specifically, 39.6 mg of Co(NO3)2∙6H2O and 42.0 mg of Cd(NO3)2∙4H2O were used for 
synthesizing Co,Cd-MOF-74, 39.6 mg of Co(NO3)2∙6H2O and 72.0 mg of Pb(NO3)2 for Co,PbMOF-74, and 19.8 mg of Co(NO3)2∙6H2O and 19.8 mg of Mn(NO3)2∙4H2O for Co,Mn-MOF-74. 
These metal salt mixtures were combined with 18 mg of H4DOT and then dissolved in a mixture 
of DMF (6 mL), EtOH (0.36 mL), and water (0.36 mL). The reaction mixture was heated to 
specific temperatures (120°C or 85°C) for 24 h. The resulting crystals were soaked and washed, 
first with 20 mL of fresh DMF solvent for 5 exchanges over a 3-day period, and then with 20 mL 
of anhydrous MeOH for 9 exchanges over a 3-day period. The porous MOF compounds were then 
activated to remove all solvent by evacuating under vacuum (100 mTorr) overnight, and then 
heating stepwise under vacuum to 80°C and held for 1 h and then to 120°C and held for 24 h."
16,21CTNMOF,10.1038/s41586-021-03880-x,"2.2. Synthesis of CTNMOF
Equal volumes of a solution of H4
CTNL (50 mM in DMF, 100 μL) and a solution of 
Co(NO3)2·6H2O (400 mM in DMF, 100 μL) were mixed in a glass tube. The resulting 
mixture was heated at 90 °C for 18 hours. Dark-emerald-green needle-shaped crystals 
were formed, which were subsequently isolated by filtration (8 mg, 90% based on the 
formula obtained in the elemental analysis). The green crystal quickly turned pink in the 
air, which is attributed to the absorption of water. Elemental analysis for the sample dried 
under vacuum at room temperature for 2 hours: Found: C, 54.32; H, 5.48; N, 9.53%. Calc. 
for C68H52Co2N8O16·7H2O·4DMF(C3H7NO): C, 54.18; H, 5.34; N, 9.48%."
17,21NewRod,10.1021/jacs.1c04946,"Synthesis of 3W-ROD-1: H3L1 (21.26 mg, 0.0375 mmol), In(NO3)3·4H2O (26.2 mg, 
0.087 mmol), DMF (3.0 mL), HNO3 (0.5 mL, 7.0 M in DMF) were combined in a 20 
mL scintillation vial, sealed, and heated to 105 °C for 48 h and then cooled to room 
temperature. The colorless polyhedral crystals were collected and washed several 
times by DMF. CHN elemental analysis (%) for 3W-ROD-1, 
[In5(OH)6(C30H18N3O9)3(H2O)]·(H2O)25(C3H7NO)9: Calculated C (40.20), H (5.05), N 
(7.21); Found C (40.61), H (4.78), N (7.50). FT-IR: (KBr 4000-400 cm-1
): 3472 (br,
w), 3281 (w), 1664 (vs), 1603 (m), 1525 (m), 1390 (m), 1312 (m), 1250 (s), 1096 (s), 
1059 (w), 781 (s), 655 (m), 501 (w), 449 (w).
Synthesis of 3W-ROD-2-OH: H3L1 (12.3 mg, 0.02175 mmol), H2L2-OH (6.5 mg, 
0.02175 mmol), In(NO3)3·4H2O (13.0 mg, 0.0435 mmol), DMF (2.5 mL), HNO3 (0.3 
mL, 7.0 M in DMF) were combined in a 20 mL scintillation vial, sealed, and heated to 
105 °C for 36 h and then cooled to room temperature. The yellow polyhedral crystals 
were collected and washed several times by DMF. CHN elemental analysis (%) for 
3W-ROD-2-OH, [In5(OH)5(C30H18N3O9)8/3(C15H9NO6)]·(H2O)30(C3H7NO)12: 
Calculated C (40.54), H (5.35), N (7.58); Found C (40.28), H (5.22), N (7.68). FT-IR: 
(KBr 4000-400 cm-1
): 3453 (br, w), 3288 (w), 1662 (vs), 1601 (m), 1530 (m), 1387
(m), 1307 (m), 1250 (s), 1095 (s), 1060 (w), 780 (s), 651 (m), 500 (w), 449 (w).
Synthesis of 3W-ROD-2-F: H3L1 (11.3 mg, 0.02 mmol), H2L2-F (6.0 mg, 0.02 
mmol), In(NO3)3·4H2O (13.0 mg, 0.0435 mmol), DMF (2.5 mL), HNO3 (0.25 mL, 7.0 
M in DMF) were combined in a 20 mL scintillation vial, sealed, and heated to 105 °C 
for 36 h and then cooled to room temperature. The colorless polyhedral crystals were 
collected and washed several times by DMF. CHN elemental analysis (%) for 3WROD-2-F, [In5(OH)5(C30H18N3O9)8/3(C15H8NFO5)]·(H2O)29(C3H7NO)12: Calculated C 
(40.71), H (5.29), N (7.61); Found C (40.61), H (4.99), N (7.76). FT-IR: (KBr 4000-
400 cm-1
): 3280 (w), 1662 (vs), 1602 (m), 1523 (m), 1391 (m), 1309 (m), 1249 (s), 
1097 (s), 1056 (w), 785 (s), 659 (m), 504 (w), 448 (w).
Synthesis of 3W-ROD-2-CH3: H3L1 (11.3 mg, 0.02 mmol), H2L2-CH3 (6.0 mg, 0.02 
mmol), In(NO3)3·4H2O (13.0 mg, 0.0435 mmol), DMF (2.5 mL), HNO3 (0.20 mL, 7.0 
M in DMF) were combined in a 20 mL scintillation vial, sealed, and heated to 105 °C 
for 36 h and cooled to room temperature. The colorless polyhedral crystals were 
collected and washed several times by DMF. CHN elemental analysis (%) for 3WROD-2-CH3, [In5(OH)5(C30H18N3O9)8/3(C16H11NO5)]·(H2O)30(C3H7NO)10: Calculated 
C (40.54), H (5.24), N (7.13); Found C (40.52), H (5.31), N (7.42). FT-IR: (KBr 
4000-400 cm-1
): 3281 (w), 1663 (vs), 1603 (m), 1523 (m), 1389 (m), 1312 (m), 1249 
(s), 1095 (s), 1060 (w), 782 (s), 658 (m), 507 (w), 446 (w)."
18,22ZIF1001,10.1002/anie.202207467,"Synthesis of ZIF-1001, Zn3[(bTZ)(bIM)2]x[(bTZ)2(bIM)]1-x(bTZ)3, (x = 0.5): A mixture of 
Zn(NO3)2·4H2O (313.8 mg, 1.2 mmol), HbTZ (200.1 mg, 1.68 mmol), HbIM (88.61 mg, 0.75 mmol) 
was dissolved in DMF (12 mL) under ultrasound. The solution was capped in a 20-ml glass vial and 
heated at 100 °C for 48 h. White prism-shaped crystals were collected and washed with DMF (6×10 
ml). (Yield: 30% based on Zn). EA of the activated sample: Calcd. for Zn(bTZ)1.5(bIM)0.5: C, 49.86; 
H, 2.85; N, 25.58%. Found: C, 48.84; H, 2.39; N, 25.58%. ATR-FTIR of the activated sample (4000-
500 cm-1
): 1615(w), 1587(w), 1487(m), 1456(m), 1362(w), 1302(w), 1273(m), 1252(m), 1165(s), 
1003(w), 928(m), 911(m), 777(s), 741(s), 691(w), 648(s), 548(m).
Synthesis of ZIF-1002, Zn3[(bTZ)(mbIM)2]x[(bTZ)2(mbIM)]1-x(bTZ)3, (x = 0.2): A mixture of 
Zn(NO3)2·4H2O (313.8 mg, 1.2 mmol), HbTZ (200.1 mg, 1.68 mmol), HmbIM (99.12 mg, 0.75 mmol) 
was dissolved in DMF (12 mL) under ultrasound. To the reaction mixture was added 1M TBAH (0.25 
ml), then the solution was capped in a 20-ml glass vial and heated at 100 °C for 48 h. White a prismshaped crystals were collected and washed with DMF (6×10 ml). (Yield: 33% based on Zn). EA of 
the activated sample: Calcd. for Zn(bTZ)1.6(mbIM)0.4: C, 50.10; H, 3.02; N, 25.56%. Found: C, 31.64; 
H, 3.04; N, 23.38%. ATR-FTIR of the activated sample (4000-500 cm-1
): 1619(w), 1586(w), 1488(m), 
1451(m), 1343(w), 1292(w), 1273(m), 1251(m), 1165(s), 1001(w), 947(w), 929(m), 825(m), 799(m), 
777(s), 743(s), 688(w), 647(s), 552(m).
Synthesis of ZIF-1003, Zn3[(bTZ)(bbIM)2]x[(bTZ)2(bbIM)]1-x(bTZ)3, (x = 0.2): A mixture of 
Zn(NO3)2·4H2O (313.8 mg, 1.2 mmol), HbTZ (200.1 mg, 1.68 mmol), HbbIM (144.77 mg, 0.75 mmol) 
was dissolved in DMF (12 mL) under ultrasound. To the reaction mixture was added 1M TBAH (0.25 
ml), then the solution was capped in a 20-ml glass vial and heated at 100 °C for 48 h. Yellow prism-
S4
shaped crystals were collected and washed with DMF (6×10 ml). (Yield: 25% based on Zn). EA of 
the activated sample: Calcd. for Zn(bTZ)1.6(bbIM)0.4: C, 44.75; H, 2.42; N, 23.57%. Found: C, 32.35; 
H, 3.00; N, 22.39%. ATR-FTIR of the activated sample (4000-500 cm-1
): 1607(w), 1588(w), 1488(w), 
1450(m), 1336(w), 1292(w), 1274(m), 1258(w), 1242(w), 1167(s), 1052(w), 1001(w), 928(m), 
921(m), 856(w), 805(m), 777(s), 743(s), 706(m), 691(m), 648(s), 551(m).
Synthesis of ZIF-1004, Zn3[(bTZ)(cbIM)2]x[(bTZ)2(cbIM)]1-x(bTZ)3, (x = 0.09): A mixture of 
Zn(NO3)2·4H2O (313.8 mg, 1.2 mmol), HbTZ (200.1 mg, 1.68 mmol), HbIM (114.44 mg, 0.75 mmol) 
was dissolved in DMF (12 mL) under ultrasound. To the reaction mixture was added 1M TBAH (0.25 
ml), then the solution was capped in a 20-ml glass vial and heated at 100 °C for 48 h. White prismshaped crystals were collected and washed with DMF (6×10 ml). (Yield: 28% based on Zn). EA of 
the activated sample: Calcd. for Zn(bTZ)1.64(cbIM)0.36: C, 45.03; H, 2.45; N, 23.96%. Found: C, 47.21; 
H, 1.83; N, 24.83%. ATR-FTIR of the activated sample (4000-500 cm-1
): 1616(w), 1586(w), 1488(m), 
1480(m), 1451(m), 1339(m), 1292(w), 1275(m), 1260(m), 1242(m), 1165(s), 1064(w), 1001(w), 
929(m), 854(w), 803(m), 777(s), 743(s), 725(m), 691(w), 647(s), 600(w), 552(m).
Large scale synthesis of ZIF-1001: A mixture of Zn(NO3)2·4H2O (1.8302 g, 7 mmol), HbTZ 
(1.1436 g, 9.6 mmol), HbIM (567.1 mg, 4.8 mmol) was dissolved in DMF (70 mL) under ultrasound. 
To the reaction mixture was added 1M TBAH (3ml), then the solution was capped in a 100-ml glass 
vial and heated at 100 °C for 48 h.
Large scale synthesis of ZIF-1002: A mixture of Zn(NO3)2·4H2O (1.8302 g, 7 mmol), HbTZ 
(1.1436 mg, 9.6 mmol), HmbIM (634.4 mg, 4.8 mmol) was dissolved in DMF (70 mL) under 
ultrasound. To the reaction mixture was added 1M TBAH (3ml), then the solution was capped in a 
100-ml glass vial and heated at 100 °C for 48 h.
Large scale synthesis of ZIF-1003: A mixture of Zn(NO3)2·4H2O (1.8302 g, 7 mmol), HbTZ 
(1.1436 mg, 9.6 mmol), HbbIM (945.7 mg, 4.8 mmol) was dissolved in DMF (70 mL) under 
ultrasound. To the reaction mixture was added 1M TBAH (3ml), then the solution was capped in a 
100-ml glass vial and heated at 100 °C for 48 h.
S5
Large scale synthesis of ZIF-1004: A mixture of Zn(NO3)2·4H2O (1.8302 g, 7 mmol), HbTZ 
(1.1436 mg, 9.6 mmol), HcbIM (732.4 mg, 4.8 mmol) was dissolved in DMF (70 mL) under 
ultrasound. To the reaction mixture was added 1M TBAH (3ml), then the solution was capped in a 
100-ml glass vial and heated at 100 °C for 48 h."
19,23LAX,10.1021/acscentsci.3c00018,"Solvothermal synthesis of MOF-LA2-1: 
In a 4-mL scintillation vial, the linker H2PZVDC (91.0 mg, 0.5 mmol, 1 equiv.) was dissolved in 
N,N-dimethylformamide (DMF) (0.6 mL) upon sonication. An aqueous solution of AlCl3·6H2O 
(2.4 mL, 0.2 M, 1 equiv.) was added dropwise, and the resulting mixture was heated in a 120 °C 
oven for 24 hours. After cooling down to room temperature, the white precipitate was collected by
centrifugation and washed with H2O (3 × 30 mL) and MeOH (3 × 30 mL). MOF-LA2-1 was 
activated under dynamic vacuum (~10-3 mbar) for 12 hours at room temperature, followed by 
gradual heating to 120 °C for 6.5 hours. Yield: 65.0 mg, 58%.
Elem. Anal. of MOF-LA2-1: Calcd. for C56H40N16O40Al8: C, 37.52; H, 2.25; N, 12.50%. Found: 
C, 36.78; H, 2.38; N, 11.95%.
Green synthesis of MOF-LA2-1: 
In a 50-mL round-bottom flask, the linker H2PZVDC (364 mg, 2 mmol, 1 equiv.) and NaOH 
(160 mg, 4 mmol, 2 equiv.) were dissolved in deionized water (10 mL) upon sonication. An 
aqueous solution of AlCl3·6H2O (6 mL, 0.33 M, 1 equiv.) was added dropwise for 10 minutes, and 
the reaction mixture was heated to 120 °C and refluxed for 2 hours. After cooling down to room 
temperature, the white powder was collected by centrifuging and washed with deionized water 
(2 × 10 mL) and EtOH (3 × 10 mL). The white powder was dried under air for 12 hours, followed 
by activation under dynamic vacuum (~10-3 mbar) for 12 hours at 120 °C. Yield: 301 mg, 66%.
Elem. Anal. of MOF-LA2-1: Calcd. for C56H40N16O40Al8: C, 37.52; H, 2.25; N, 12.50%. Found: 
C, 37.29; H, 2.43; N, 12.10%"
20,23MOFglass,10.1002/anie.202300003,"Ti-Fum: 100 mg of Ti16O16(OEt)32 was dissolved in anhydrous THF (2 mL) in a 20-mL
vial. m-Cresol (200 µL) was added into the solution at room temperature. The color of the
solution turned into orange in one minute. Fumaric acid (60 mg) was dissolved in ethanol
(2 mL) and then added into the vial. The vial was capped and heated at 85 °C for 24
hours followed by 140 °C for 8 hours in an oven. Solvent exchange was performed with a
1:1 mixture of anhydrous THF and anhydrous methanol (20 mL × 9) at room temperature
(RT) over a period of 72 hours. The obtained MOF glass was collected via decanting the
solvent and drying under vacuum (~10-3 mbar, 12 hours at RT and 8 hours at 85 °C) to
yield Ti-Fum (78.6 mg, 55% based on Ti). The ratio of fumarate (C4H2O4
2-
) to methoxide
(CH3O
-
) in Ti-Fum was determined through 1H-NMR of the digested sample. The
chemical formula of Ti-Fum was then estimated by assuming a charge balance between
the Ti16O16
32+
core and the ligands.
Elemental analysis/ICP of activated Ti-Fum [Ti16O16(fumarate)6.8(OMe)18.4]: Calcd. C
23.12%, H 2.92%, Ti 32.33%; Found C 22.47%, H 3.24%, Ti 30.70%.
Ti-FDC and Ti-TDC: Ti-FDC and Ti-TDC were synthesized and activated following
the same procedure as for Ti-Fum, except fumaric acid was replaced by furan-2,5-
dicarboxylic acid (H2FDC) and thiophene-2,5-dicarboxylic acid (H2TDC), respectively.
Elemental analysis/ICP of activated Ti-FDC [Ti16O16(FDC)5.5(OMe)20.5(C7H7O)0.5]:
Calcd. C 26.75%, H 2.99%, Ti 29.93%; Found C 27.00%, H 3.32%, Ti 27.56%.
Elemental analysis/ICP of activated Ti-TDC [Ti16O16(TDC)6.5(OMe)17.0(C7H7O)2.0]:
Calcd. C 29.34%, H 2.74%, S 7.27%, Ti 27.73%; Found C 29.62%, H 3.18%, S 7.37%,
Ti 25.72%."
